order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_item
1045,818,Cancelled,F,2025-02-17 10:47:00+00:00,,,,1
1054,830,Cancelled,F,2023-04-09 07:43:00+00:00,,,,1
1074,843,Cancelled,F,2023-11-21 11:38:00+00:00,,,,1
1101,869,Cancelled,F,2025-10-15 09:42:00+00:00,,,,1
1102,870,Cancelled,F,2025-06-01 13:09:00+00:00,,,,2
1114,878,Cancelled,F,2025-09-25 00:09:00+00:00,,,,1
1154,905,Cancelled,F,2023-02-11 14:42:00+00:00,,,,1
1177,925,Cancelled,F,2021-04-16 07:46:00+00:00,,,,2
1197,942,Cancelled,F,2025-04-04 07:03:00+00:00,,,,1
1207,947,Cancelled,F,2021-03-21 13:40:00+00:00,,,,2
1209,948,Cancelled,F,2022-12-10 06:36:00+00:00,,,,1
1212,951,Cancelled,F,2024-12-13 16:19:00+00:00,,,,2
1218,954,Cancelled,F,2024-10-27 16:13:00+00:00,,,,2
1223,957,Cancelled,F,2025-09-09 17:51:00+00:00,,,,1
1230,964,Cancelled,F,2025-09-13 09:12:00+00:00,,,,1
1231,964,Cancelled,F,2023-10-17 09:12:00+00:00,,,,1
1239,972,Cancelled,F,2024-01-30 11:47:00+00:00,,,,1
1240,973,Cancelled,F,2022-12-26 01:54:00+00:00,,,,2
1250,978,Cancelled,F,2024-11-05 01:07:00+00:00,,,,1
1253,982,Cancelled,F,2025-06-29 07:52:00+00:00,,,,1
1262,990,Cancelled,F,2025-04-25 18:25:00+00:00,,,,3
1266,993,Cancelled,F,2024-08-23 08:47:00+00:00,,,,1
1287,1009,Cancelled,F,2022-08-31 16:10:00+00:00,,,,1
1315,1039,Cancelled,F,2021-12-19 14:00:00+00:00,,,,3
1321,1043,Cancelled,F,2025-10-17 06:51:23.470220+00:00,,,,1
1325,1048,Cancelled,F,2023-05-27 05:05:00+00:00,,,,2
1329,1049,Cancelled,F,2025-04-11 08:53:00+00:00,,,,1
1334,1052,Cancelled,F,2025-03-02 09:35:00+00:00,,,,2
1343,1062,Cancelled,F,2025-10-11 13:38:00+00:00,,,,1
1349,1070,Cancelled,F,2020-02-10 13:11:00+00:00,,,,2
1390,1105,Cancelled,F,2025-02-09 10:24:00+00:00,,,,1
1392,1105,Cancelled,F,2025-09-14 10:24:00+00:00,,,,1
1403,1115,Cancelled,F,2023-12-08 17:20:00+00:00,,,,2
1420,1124,Cancelled,F,2025-08-23 13:11:00+00:00,,,,1
1444,1144,Cancelled,F,2022-10-01 02:50:00+00:00,,,,1
1475,1164,Cancelled,F,2025-05-09 11:10:00+00:00,,,,1
1478,1166,Cancelled,F,2024-10-07 01:06:00+00:00,,,,1
1486,1171,Cancelled,F,2019-08-28 15:48:00+00:00,,,,2
1503,1183,Cancelled,F,2022-04-03 02:29:00+00:00,,,,1
1528,1207,Cancelled,F,2020-11-09 04:46:00+00:00,,,,2
1530,1208,Cancelled,F,2025-07-01 18:02:00+00:00,,,,2
1552,1225,Cancelled,F,2022-11-04 01:58:00+00:00,,,,1
1553,1225,Cancelled,F,2023-02-17 01:58:00+00:00,,,,1
1575,1248,Cancelled,F,2023-03-01 09:52:00+00:00,,,,1
1582,1253,Cancelled,F,2024-09-24 08:05:00+00:00,,,,1
1597,1263,Cancelled,F,2019-09-30 11:46:00+00:00,,,,1
1599,1266,Cancelled,F,2023-11-15 08:37:00+00:00,,,,2
1619,1278,Cancelled,F,2025-09-04 11:17:00+00:00,,,,1
1640,1291,Cancelled,F,2025-10-15 01:34:26.936063+00:00,,,,1
1647,1296,Cancelled,F,2025-07-19 15:12:00+00:00,,,,3
1652,1302,Cancelled,F,2024-10-10 08:06:00+00:00,,,,2
1666,1309,Cancelled,F,2024-06-24 14:51:00+00:00,,,,1
1672,1313,Cancelled,F,2024-11-09 01:43:00+00:00,,,,2
1683,1321,Cancelled,F,2023-09-22 00:36:00+00:00,,,,2
1707,1337,Cancelled,F,2025-10-13 09:17:00+00:00,,,,2
1712,1343,Cancelled,F,2022-03-28 03:56:00+00:00,,,,1
1714,1343,Cancelled,F,2025-05-25 03:56:00+00:00,,,,1
1723,1349,Cancelled,F,2025-06-23 09:32:00+00:00,,,,2
1728,1351,Cancelled,F,2025-02-20 16:15:00+00:00,,,,1
1737,1359,Cancelled,F,2025-01-01 07:39:00+00:00,,,,1
1740,1363,Cancelled,F,2021-07-11 17:46:00+00:00,,,,4
1753,1376,Cancelled,F,2024-10-28 08:53:00+00:00,,,,1
1767,1386,Cancelled,F,2024-01-13 17:51:00+00:00,,,,2
1784,1396,Cancelled,F,2024-12-04 09:06:00+00:00,,,,1
1785,1397,Cancelled,F,2023-02-18 15:45:00+00:00,,,,4
1810,1412,Cancelled,F,2025-04-29 05:45:00+00:00,,,,1
1812,1413,Cancelled,F,2023-05-02 11:25:00+00:00,,,,4
1814,1415,Cancelled,F,2022-10-07 18:01:00+00:00,,,,1
1816,1415,Cancelled,F,2023-07-26 18:01:00+00:00,,,,2
1836,1433,Cancelled,F,2025-03-12 04:55:00+00:00,,,,1
1848,1443,Cancelled,F,2024-07-24 15:41:00+00:00,,,,1
1863,1456,Cancelled,F,2025-06-28 03:25:00+00:00,,,,1
1867,1461,Cancelled,F,2022-01-31 08:38:00+00:00,,,,1
1874,1464,Cancelled,F,2025-07-15 11:41:00+00:00,,,,1
1879,1467,Cancelled,F,2025-03-30 05:32:00+00:00,,,,1
1889,1472,Cancelled,F,2024-09-21 15:43:00+00:00,,,,3
1894,1477,Cancelled,F,2024-03-04 07:38:00+00:00,,,,1
1896,1479,Cancelled,F,2023-05-22 05:41:00+00:00,,,,1
1915,1494,Cancelled,F,2023-12-17 15:18:00+00:00,,,,2
1972,1543,Cancelled,F,2025-09-17 01:57:00+00:00,,,,1
1975,1549,Cancelled,F,2024-11-22 11:14:00+00:00,,,,1
2026,1595,Cancelled,F,2025-01-14 15:22:00+00:00,,,,2
2053,1621,Cancelled,F,2023-11-27 16:06:00+00:00,,,,3
2126,1674,Cancelled,F,2025-03-25 00:11:00+00:00,,,,2
2164,1711,Cancelled,F,2025-10-14 17:48:00+00:00,,,,2
2187,1731,Cancelled,F,2023-10-10 02:59:00+00:00,,,,1
2193,1735,Cancelled,F,2025-10-17 09:12:00+00:00,,,,3
2223,1768,Cancelled,F,2025-05-20 01:34:00+00:00,,,,1
2231,1776,Cancelled,F,2025-10-02 06:43:00+00:00,,,,1
2240,1788,Cancelled,F,2025-07-24 07:47:00+00:00,,,,1
2266,1806,Cancelled,F,2024-04-11 01:32:00+00:00,,,,2
2279,1815,Cancelled,F,2024-11-21 12:51:00+00:00,,,,3
2311,1830,Cancelled,F,2024-07-30 08:41:00+00:00,,,,1
2320,1837,Cancelled,F,2025-10-18 04:41:00+00:00,,,,4
2348,1856,Cancelled,F,2020-05-10 17:05:00+00:00,,,,2
2364,1864,Cancelled,F,2020-02-22 07:24:00+00:00,,,,1
2388,1889,Cancelled,F,2020-12-31 15:39:00+00:00,,,,1
2397,1896,Cancelled,F,2024-08-13 18:20:00+00:00,,,,1
2411,1907,Cancelled,F,2025-07-28 06:06:00+00:00,,,,1
2415,1911,Cancelled,F,2024-03-03 18:26:00+00:00,,,,1
2417,1912,Cancelled,F,2024-10-10 18:50:00+00:00,,,,1
2430,1924,Cancelled,F,2024-04-24 15:54:00+00:00,,,,1
2431,1924,Cancelled,F,2025-03-03 15:54:00+00:00,,,,1
2440,1929,Cancelled,F,2025-09-15 00:37:00+00:00,,,,1
2441,1929,Cancelled,F,2025-05-05 00:37:00+00:00,,,,2
2444,1931,Cancelled,F,2025-10-14 02:53:00+00:00,,,,1
2447,1937,Cancelled,F,2025-05-18 00:30:00+00:00,,,,2
2450,1938,Cancelled,F,2024-03-18 16:33:00+00:00,,,,4
2451,1938,Cancelled,F,2024-02-06 16:33:00+00:00,,,,2
2461,1946,Cancelled,F,2025-04-13 09:48:00+00:00,,,,1
2473,1956,Cancelled,F,2024-09-14 07:02:00+00:00,,,,1
2487,1969,Cancelled,F,2025-08-31 04:37:00+00:00,,,,1
2502,1978,Cancelled,F,2024-11-22 05:07:00+00:00,,,,1
2518,1995,Cancelled,F,2023-01-02 16:29:00+00:00,,,,1
2528,2003,Cancelled,F,2022-08-30 03:21:00+00:00,,,,1
2548,2019,Cancelled,F,2025-07-02 13:27:00+00:00,,,,1
2559,2027,Cancelled,F,2024-09-16 08:58:00+00:00,,,,2
2567,2034,Cancelled,F,2021-12-07 08:52:00+00:00,,,,2
2591,2053,Cancelled,F,2025-08-05 09:09:00+00:00,,,,2
2597,2057,Cancelled,F,2021-01-25 05:43:00+00:00,,,,2
2620,2073,Cancelled,F,2022-02-25 06:30:00+00:00,,,,1
2627,2081,Cancelled,F,2025-02-23 18:20:00+00:00,,,,1
2630,2084,Cancelled,F,2022-11-06 09:22:00+00:00,,,,1
2639,2093,Cancelled,F,2022-05-01 07:45:00+00:00,,,,1
2645,2098,Cancelled,F,2023-09-13 16:04:00+00:00,,,,1
2650,2101,Cancelled,F,2024-05-31 05:06:00+00:00,,,,1
2660,2109,Cancelled,F,2025-05-14 09:44:00+00:00,,,,1
2669,2119,Cancelled,F,2024-05-08 03:00:00+00:00,,,,1
2698,2150,Cancelled,F,2025-05-25 17:14:00+00:00,,,,1
2706,2154,Cancelled,F,2024-04-17 12:48:00+00:00,,,,1
2711,2156,Cancelled,F,2019-12-19 13:40:00+00:00,,,,1
2724,2166,Cancelled,F,2022-05-12 17:05:00+00:00,,,,1
2773,2204,Cancelled,F,2024-04-27 00:53:00+00:00,,,,1
2785,2211,Cancelled,F,2025-04-25 12:33:00+00:00,,,,1
2812,2228,Cancelled,F,2021-06-26 12:17:00+00:00,,,,1
2817,2235,Cancelled,F,2025-01-04 14:10:00+00:00,,,,2
2857,2272,Cancelled,F,2025-07-22 10:40:00+00:00,,,,1
2879,2289,Cancelled,F,2024-04-07 15:37:00+00:00,,,,1
2906,2311,Cancelled,F,2025-03-28 04:46:00+00:00,,,,1
2924,2325,Cancelled,F,2025-03-25 04:25:00+00:00,,,,1
2942,2337,Cancelled,F,2019-07-14 03:13:00+00:00,,,,1
2943,2339,Cancelled,F,2024-07-30 10:27:00+00:00,,,,2
2967,2356,Cancelled,F,2019-07-23 00:54:00+00:00,,,,2
2996,2378,Cancelled,F,2024-08-08 05:21:00+00:00,,,,2
3005,2387,Cancelled,F,2023-12-19 07:27:00+00:00,,,,4
3026,2407,Cancelled,F,2023-09-24 15:51:00+00:00,,,,1
3036,2414,Cancelled,F,2022-08-18 12:30:00+00:00,,,,1
3046,2423,Cancelled,F,2025-08-19 11:32:00+00:00,,,,3
3047,2423,Cancelled,F,2025-06-25 11:32:00+00:00,,,,1
3054,2426,Cancelled,F,2021-07-31 07:20:00+00:00,,,,1
3115,2480,Cancelled,F,2023-06-13 14:21:00+00:00,,,,1
3127,2489,Cancelled,F,2023-05-31 06:31:00+00:00,,,,1
3138,2497,Cancelled,F,2020-01-28 13:26:00+00:00,,,,1
3144,2500,Cancelled,F,2025-08-19 11:12:00+00:00,,,,2
3159,2510,Cancelled,F,2025-10-01 07:19:00+00:00,,,,2
3182,2526,Cancelled,F,2024-05-12 02:42:00+00:00,,,,2
3202,2539,Cancelled,F,2022-04-18 11:48:00+00:00,,,,1
3217,2547,Cancelled,F,2025-01-28 14:47:00+00:00,,,,1
3234,2560,Cancelled,F,2025-07-28 05:08:00+00:00,,,,1
3235,2562,Cancelled,F,2025-06-28 17:12:00+00:00,,,,1
3239,2564,Cancelled,F,2024-07-19 08:24:00+00:00,,,,1
3271,2589,Cancelled,F,2025-10-09 04:54:00+00:00,,,,1
3277,2593,Cancelled,F,2023-02-05 17:58:00+00:00,,,,1
3287,2601,Cancelled,F,2025-06-12 01:12:00+00:00,,,,1
3294,2609,Cancelled,F,2024-01-31 09:28:00+00:00,,,,2
3327,2636,Cancelled,F,2021-12-25 15:01:00+00:00,,,,2
3328,2637,Cancelled,F,2025-03-01 18:40:00+00:00,,,,2
3352,2655,Cancelled,F,2023-02-15 08:52:00+00:00,,,,3
3353,2655,Cancelled,F,2021-01-04 08:52:00+00:00,,,,1
3382,2674,Cancelled,F,2023-07-10 05:52:00+00:00,,,,2
3409,2703,Cancelled,F,2023-08-05 14:58:00+00:00,,,,1
3419,2714,Cancelled,F,2024-06-22 04:52:00+00:00,,,,1
3432,2720,Cancelled,F,2025-07-02 03:02:00+00:00,,,,1
3437,2725,Cancelled,F,2025-09-02 11:19:00+00:00,,,,1
3449,2737,Cancelled,F,2023-06-20 01:59:00+00:00,,,,1
3462,2746,Cancelled,F,2024-07-02 08:57:00+00:00,,,,2
3463,2746,Cancelled,F,2024-12-28 08:57:00+00:00,,,,1
3465,2749,Cancelled,F,2025-10-13 12:23:00+00:00,,,,1
3479,2758,Cancelled,F,2025-08-17 07:49:00+00:00,,,,1
3485,2763,Cancelled,F,2024-07-25 12:46:00+00:00,,,,1
3494,2767,Cancelled,F,2025-09-14 09:15:00+00:00,,,,1
3503,2771,Cancelled,F,2022-01-06 13:57:00+00:00,,,,2
3513,2779,Cancelled,F,2024-04-21 14:08:00+00:00,,,,1
3521,2783,Cancelled,F,2022-02-12 14:08:00+00:00,,,,1
3571,2833,Cancelled,F,2022-08-11 04:10:00+00:00,,,,1
3639,2884,Cancelled,F,2023-12-10 15:46:00+00:00,,,,2
3640,2885,Cancelled,F,2022-03-10 01:31:00+00:00,,,,2
3652,2892,Cancelled,F,2025-09-29 09:26:00+00:00,,,,1
3683,2917,Cancelled,F,2022-07-10 12:37:00+00:00,,,,1
3687,2920,Cancelled,F,2022-04-12 00:45:00+00:00,,,,2
3706,2934,Cancelled,F,2024-11-23 16:09:00+00:00,,,,1
3714,2944,Cancelled,F,2023-07-27 11:52:00+00:00,,,,2
3717,2945,Cancelled,F,2023-06-21 17:49:00+00:00,,,,3
3732,2958,Cancelled,F,2024-12-21 08:17:00+00:00,,,,1
3733,2961,Cancelled,F,2025-03-18 05:24:00+00:00,,,,1
3740,2963,Cancelled,F,2024-02-20 13:57:00+00:00,,,,1
3749,2973,Cancelled,F,2025-07-07 18:47:00+00:00,,,,1
3751,2975,Cancelled,F,2025-04-26 14:06:00+00:00,,,,4
3755,2977,Cancelled,F,2022-11-29 16:10:00+00:00,,,,2
3764,2983,Cancelled,F,2024-03-04 16:23:00+00:00,,,,1
3773,2989,Cancelled,F,2025-05-11 17:07:00+00:00,,,,2
3793,3002,Cancelled,F,2025-07-09 17:32:00+00:00,,,,1
3799,3006,Cancelled,F,2025-08-16 02:53:00+00:00,,,,4
3800,3006,Cancelled,F,2024-05-28 02:53:00+00:00,,,,1
3820,3022,Cancelled,F,2023-04-08 17:05:00+00:00,,,,1
3854,3049,Cancelled,F,2024-10-25 13:46:00+00:00,,,,2
3858,3051,Cancelled,F,2024-03-01 07:11:00+00:00,,,,1
3907,3100,Cancelled,F,2025-09-23 09:17:00+00:00,,,,1
3932,3117,Cancelled,F,2024-12-26 13:57:00+00:00,,,,1
3938,3121,Cancelled,F,2022-01-20 11:47:00+00:00,,,,4
3943,3126,Cancelled,F,2023-08-13 08:18:00+00:00,,,,4
3949,3130,Cancelled,F,2025-10-18 06:00:51.582989+00:00,,,,1
3960,3143,Cancelled,F,2025-07-31 13:33:00+00:00,,,,3
3962,3145,Cancelled,F,2021-01-16 17:26:00+00:00,,,,1
3968,3151,Cancelled,F,2025-01-11 08:59:00+00:00,,,,1
3969,3151,Cancelled,F,2025-02-26 08:59:00+00:00,,,,1
3973,3154,Cancelled,F,2022-09-29 12:34:00+00:00,,,,4
3987,3165,Cancelled,F,2024-02-01 09:54:00+00:00,,,,1
4016,3188,Cancelled,F,2024-05-23 00:31:00+00:00,,,,2
4062,3230,Cancelled,F,2025-10-18 05:04:52.905149+00:00,,,,1
4080,3243,Cancelled,F,2023-08-01 11:30:00+00:00,,,,1
4085,3246,Cancelled,F,2023-04-24 00:11:00+00:00,,,,1
4099,3258,Cancelled,F,2025-04-19 06:03:00+00:00,,,,1
4125,3287,Cancelled,F,2025-10-17 00:04:00+00:00,,,,1
4136,3296,Cancelled,F,2022-02-07 04:01:00+00:00,,,,1
4144,3301,Cancelled,F,2024-12-03 03:29:00+00:00,,,,1
4153,3309,Cancelled,F,2024-09-21 09:18:00+00:00,,,,1
4206,3349,Cancelled,F,2020-02-26 14:44:00+00:00,,,,1
4237,3373,Cancelled,F,2025-08-05 15:14:00+00:00,,,,1
4256,3395,Cancelled,F,2023-09-15 11:33:00+00:00,,,,1
4264,3404,Cancelled,F,2024-07-25 02:00:00+00:00,,,,1
4267,3407,Cancelled,F,2023-04-26 13:40:00+00:00,,,,1
4291,3429,Cancelled,F,2024-08-31 18:01:00+00:00,,,,1
4293,3431,Cancelled,F,2025-04-26 14:06:00+00:00,,,,2
4300,3437,Cancelled,F,2020-10-09 15:10:00+00:00,,,,1
4336,3463,Cancelled,F,2023-01-29 03:25:00+00:00,,,,1
4343,3468,Cancelled,F,2025-09-17 05:42:00+00:00,,,,1
4376,3492,Cancelled,F,2024-06-26 12:58:00+00:00,,,,1
4404,3519,Cancelled,F,2025-08-13 11:45:00+00:00,,,,2
4409,3526,Cancelled,F,2021-09-09 18:26:00+00:00,,,,1
4415,3531,Cancelled,F,2023-05-12 18:51:00+00:00,,,,3
4416,3531,Cancelled,F,2021-03-21 18:51:00+00:00,,,,1
4447,3552,Cancelled,F,2025-06-18 09:13:00+00:00,,,,1
4456,3560,Cancelled,F,2025-07-21 07:44:00+00:00,,,,1
4471,3575,Cancelled,F,2025-10-15 16:41:57.527521+00:00,,,,1
4484,3586,Cancelled,F,2025-05-15 11:30:00+00:00,,,,1
4488,3589,Cancelled,F,2025-08-08 11:50:00+00:00,,,,1
4512,3604,Cancelled,F,2023-07-10 11:06:00+00:00,,,,4
4523,3612,Cancelled,F,2024-07-23 03:28:00+00:00,,,,1
4525,3613,Cancelled,F,2023-10-25 08:46:00+00:00,,,,1
4532,3618,Cancelled,F,2024-05-29 06:16:00+00:00,,,,1
4533,3618,Cancelled,F,2021-06-22 06:16:00+00:00,,,,1
4538,3622,Cancelled,F,2024-10-17 12:42:00+00:00,,,,2
4539,3622,Cancelled,F,2024-06-29 12:42:00+00:00,,,,1
4565,3643,Cancelled,F,2023-10-10 08:56:00+00:00,,,,1
4595,3661,Cancelled,F,2024-12-01 06:13:00+00:00,,,,2
4619,3681,Cancelled,F,2025-01-28 14:07:00+00:00,,,,1
4639,3692,Cancelled,F,2024-12-16 18:20:00+00:00,,,,1
4642,3694,Cancelled,F,2025-05-15 09:41:00+00:00,,,,1
4656,3708,Cancelled,F,2025-02-21 10:11:00+00:00,,,,2
4659,3708,Cancelled,F,2022-11-25 10:11:00+00:00,,,,1
4671,3715,Cancelled,F,2025-10-06 01:21:00+00:00,,,,1
4691,3731,Cancelled,F,2025-09-24 00:34:00+00:00,,,,3
4694,3732,Cancelled,F,2025-02-05 05:28:00+00:00,,,,1
4696,3732,Cancelled,F,2023-11-08 05:28:00+00:00,,,,1
4709,3739,Cancelled,F,2025-05-11 14:15:00+00:00,,,,1
4729,3757,Cancelled,F,2024-04-16 07:56:00+00:00,,,,1
4751,3773,Cancelled,F,2024-11-01 02:32:00+00:00,,,,2
4752,3773,Cancelled,F,2025-02-02 02:32:00+00:00,,,,1
4759,3777,Cancelled,F,2025-07-24 14:51:00+00:00,,,,1
4789,3800,Cancelled,F,2024-02-21 01:23:00+00:00,,,,1
4812,3816,Cancelled,F,2024-12-05 01:03:00+00:00,,,,4
4820,3820,Cancelled,F,2024-07-24 00:44:00+00:00,,,,1
4834,3832,Cancelled,F,2025-08-23 06:24:00+00:00,,,,2
4841,3836,Cancelled,F,2024-11-13 11:14:00+00:00,,,,4
4844,3840,Cancelled,F,2023-11-20 06:00:00+00:00,,,,1
4846,3840,Cancelled,F,2025-02-26 06:00:00+00:00,,,,1
4860,3847,Cancelled,F,2025-10-09 05:16:00+00:00,,,,2
4885,3871,Cancelled,F,2023-05-24 00:47:00+00:00,,,,4
4899,3880,Cancelled,F,2025-07-14 12:04:00+00:00,,,,3
4900,3881,Cancelled,F,2025-05-07 17:52:00+00:00,,,,1
4912,3889,Cancelled,F,2024-02-19 05:44:00+00:00,,,,1
4937,3909,Cancelled,F,2022-11-27 04:25:00+00:00,,,,1
4946,3920,Cancelled,F,2025-07-22 08:09:00+00:00,,,,1
4962,3931,Cancelled,F,2024-11-09 17:11:00+00:00,,,,1
4965,3933,Cancelled,F,2024-04-18 12:00:00+00:00,,,,1
4975,3937,Cancelled,F,2025-01-02 11:47:00+00:00,,,,1
5008,3963,Cancelled,F,2025-06-04 09:09:00+00:00,,,,4
5026,3974,Cancelled,F,2023-09-09 18:46:00+00:00,,,,1
5038,3988,Cancelled,F,2024-08-25 08:45:00+00:00,,,,1
5098,4038,Cancelled,F,2024-05-23 17:19:00+00:00,,,,3
5103,4040,Cancelled,F,2025-10-18 17:59:04.040824+00:00,,,,1
5105,4042,Cancelled,F,2022-08-19 11:00:00+00:00,,,,2
5106,4043,Cancelled,F,2023-12-08 06:35:00+00:00,,,,1
5127,4056,Cancelled,F,2025-01-19 04:12:00+00:00,,,,1
5144,4073,Cancelled,F,2024-03-22 17:06:00+00:00,,,,2
5158,4086,Cancelled,F,2025-10-15 06:23:04.685039+00:00,,,,1
5162,4090,Cancelled,F,2025-07-22 14:14:00+00:00,,,,1
5165,4092,Cancelled,F,2023-11-04 04:04:00+00:00,,,,1
5166,4093,Cancelled,F,2020-12-10 16:06:00+00:00,,,,1
5182,4103,Cancelled,F,2023-05-25 00:09:00+00:00,,,,1
5183,4103,Cancelled,F,2022-09-04 00:09:00+00:00,,,,4
5191,4108,Cancelled,F,2025-04-25 09:22:00+00:00,,,,1
5222,4126,Cancelled,F,2021-02-21 13:51:00+00:00,,,,1
5243,4142,Cancelled,F,2025-01-15 10:11:00+00:00,,,,2
5255,4152,Cancelled,F,2025-04-06 14:37:00+00:00,,,,1
5295,4183,Cancelled,F,2025-01-26 10:07:00+00:00,,,,4
5302,4188,Cancelled,F,2024-11-08 08:49:00+00:00,,,,1
