id,order_id,user_id,product_id,inventory_item_id,status,created_at,shipped_at,delivered_at,returned_at,sale_price
102356,70497,56168,15395,276404,Complete,2022-10-12 14:52:39+00:00,2022-10-09 20:58:00+00:00,2022-10-10 16:32:00+00:00,,2.6700000762939453
117332,80862,64568,13690,316948,Complete,2024-12-20 23:11:56+00:00,2024-12-23 09:25:00+00:00,2024-12-27 06:45:00+00:00,,2.6700000762939453
141420,97473,77842,15395,381975,Complete,2025-02-08 03:01:56+00:00,2025-02-07 18:18:00+00:00,2025-02-12 07:49:00+00:00,,2.6700000762939453
170727,117683,94056,15395,461192,Complete,2025-06-08 07:07:24+00:00,2025-06-07 17:59:00+00:00,2025-06-10 19:44:00+00:00,,2.6700000762939453
117138,80723,64459,13690,316421,Processing,2025-10-16 03:12:58+00:00,,,,2.6700000762939453
87792,60518,48149,15395,237097,Shipped,2022-12-19 12:48:14+00:00,2022-12-16 06:18:00+00:00,,,2.6700000762939453
115017,79269,63260,13690,310688,Shipped,2020-04-24 05:57:26+00:00,2020-04-24 19:59:00+00:00,,,2.6700000762939453
128500,88572,70668,13690,347009,Shipped,2025-02-23 06:38:23+00:00,2025-02-26 09:48:00+00:00,,,2.6700000762939453
161739,111428,88929,28774,436973,Complete,2025-07-26 10:06:35+00:00,2025-07-27 00:55:00+00:00,2025-07-29 05:05:00+00:00,,2.7799999713897705
92801,63978,50952,28774,250626,Processing,2022-12-30 13:26:56+00:00,,,,2.7799999713897705
181104,124920,99833,28774,489219,Processing,2024-12-25 18:03:01+00:00,,,,2.7799999713897705
13546,9334,7439,28774,36444,Returned,2022-08-19 03:13:01+00:00,2022-08-19 15:46:00+00:00,2022-08-23 17:01:00+00:00,2022-08-26 08:21:00+00:00,2.7799999713897705
60560,41765,33291,28774,163556,Returned,2024-07-10 01:37:54+00:00,2024-07-08 03:46:00+00:00,2024-07-09 15:11:00+00:00,2024-07-10 22:53:00+00:00,2.7799999713897705
110823,76388,60909,28774,299332,Returned,2023-09-15 00:19:50+00:00,2023-09-16 02:09:00+00:00,2023-09-19 21:06:00+00:00,2023-09-20 06:13:00+00:00,2.7799999713897705
165980,114340,91328,28774,448398,Returned,2023-10-10 02:14:14+00:00,2023-10-13 03:41:00+00:00,2023-10-15 14:34:00+00:00,2023-10-16 22:54:00+00:00,2.7799999713897705
18431,12758,10196,28774,49672,Shipped,2022-01-16 22:39:06+00:00,2022-01-17 16:14:00+00:00,,,2.7799999713897705
145805,100498,80281,28774,393831,Shipped,2025-01-17 07:45:52+00:00,2025-01-16 17:56:00+00:00,,,2.7799999713897705
147081,101399,80987,28774,397304,Shipped,2025-03-22 21:02:00+00:00,2025-03-21 10:17:00+00:00,,,2.7799999713897705
14554,10031,8015,28689,39156,Cancelled,2023-07-18 20:46:36+00:00,,,,2.799999952316284
23180,16065,12825,28689,62489,Returned,2024-04-02 16:59:02+00:00,2024-04-05 17:51:00+00:00,2024-04-10 06:16:00+00:00,2024-04-11 16:12:00+00:00,2.799999952316284
174477,120320,96178,28689,471284,Returned,2022-10-21 11:08:52+00:00,2022-10-22 06:21:00+00:00,2022-10-24 20:28:00+00:00,2022-10-26 16:45:00+00:00,2.799999952316284
44919,31026,24739,28689,121249,Shipped,2024-10-14 04:11:33+00:00,2024-10-16 05:24:00+00:00,,,2.799999952316284
63445,43755,34845,28689,171396,Shipped,2024-01-27 16:23:46+00:00,2024-01-28 20:41:00+00:00,,,2.799999952316284
77992,53748,42788,28689,210598,Shipped,2025-06-07 11:35:33+00:00,2025-06-08 21:46:00+00:00,,,2.799999952316284
78987,54418,43335,28689,213314,Shipped,2022-04-15 01:31:58+00:00,2022-04-17 05:06:00+00:00,,,2.799999952316284
165894,114281,91288,28689,448171,Shipped,2023-11-21 06:56:57+00:00,2023-11-23 21:29:00+00:00,,,2.799999952316284
174388,120266,96143,28689,471038,Shipped,2025-10-18 11:30:18.133737+00:00,2025-10-18 22:30:12.133737+00:00,,,2.799999952316284
1908,1304,1025,28862,5158,Cancelled,2025-09-13 07:11:56+00:00,,,,2.950000047683716
27568,19054,15235,15349,74295,Cancelled,2021-02-01 15:58:46+00:00,,,,2.950000047683716
31973,22084,17591,28862,86209,Cancelled,2023-09-23 13:38:40+00:00,,,,2.950000047683716
43831,30260,24115,15349,118297,Cancelled,2021-03-21 23:49:59+00:00,,,,2.950000047683716
45693,31581,25179,15349,123334,Cancelled,2025-10-17 12:28:16+00:00,,,,2.950000047683716
58380,40285,32091,15349,157620,Cancelled,2024-12-30 09:59:16+00:00,,,,2.950000047683716
78818,54303,43241,28548,212842,Cancelled,2023-06-12 18:42:18+00:00,,,,2.950000047683716
106562,73416,58555,28921,287826,Cancelled,2021-05-24 04:11:11+00:00,,,,2.950000047683716
137741,94965,75832,13662,371988,Cancelled,2024-01-03 22:31:21+00:00,,,,2.950000047683716
158797,109407,87322,9220,429012,Cancelled,2025-01-26 22:24:39+00:00,,,,2.950000047683716
169658,116920,93453,28862,458325,Cancelled,2025-02-08 01:57:45+00:00,,,,2.950000047683716
7510,5151,4080,28589,20166,Complete,2025-10-21 23:12:50.602386+00:00,2025-10-19 02:48:04.602386+00:00,2025-10-21 22:08:04.602386+00:00,,2.950000047683716
12651,8718,6960,28589,34046,Complete,2023-06-26 03:01:16+00:00,2023-06-25 09:25:00+00:00,2023-06-27 01:19:00+00:00,,2.950000047683716
31652,21873,17434,29008,85332,Complete,2024-08-06 10:43:14+00:00,2024-08-08 10:52:00+00:00,2024-08-10 09:40:00+00:00,,2.950000047683716
47115,32540,25939,15349,127168,Complete,2020-10-13 23:50:02+00:00,2020-10-16 06:35:00+00:00,2020-10-16 15:29:00+00:00,,2.950000047683716
60290,41585,33154,28921,162839,Complete,2021-05-19 23:54:35+00:00,2021-05-17 09:20:00+00:00,2021-05-20 20:55:00+00:00,,2.950000047683716
83348,57418,45675,29064,225115,Complete,2024-01-16 13:15:05+00:00,2024-01-19 07:29:00+00:00,2024-01-20 15:00:00+00:00,,2.950000047683716
87096,60022,47752,28589,235217,Complete,2022-10-13 14:12:15+00:00,2022-10-14 10:48:00+00:00,2022-10-15 03:08:00+00:00,,2.950000047683716
92324,63655,50701,28548,249326,Complete,2025-10-16 11:57:54.998465+00:00,2025-10-17 02:01:25.998465+00:00,2025-10-22 00:53:25.998465+00:00,,2.950000047683716
108611,74881,59739,13662,293366,Complete,2025-10-18 11:58:47+00:00,2025-10-17 22:01:00+00:00,2025-10-22 21:27:00+00:00,,2.950000047683716
109168,75261,60035,28548,294865,Complete,2021-04-21 16:37:53+00:00,2021-04-23 09:17:00+00:00,2021-04-27 01:15:00+00:00,,2.950000047683716
124042,85539,68294,28589,335039,Complete,2020-04-25 13:04:39+00:00,2020-04-27 06:52:00+00:00,2020-04-28 17:36:00+00:00,,2.950000047683716
131303,90494,72197,15349,354562,Complete,2025-03-24 07:14:29+00:00,2025-03-25 10:42:00+00:00,2025-03-28 22:27:00+00:00,,2.950000047683716
135302,93260,74431,14170,365384,Complete,2025-10-15 07:55:16+00:00,2025-10-15 02:07:00+00:00,2025-10-16 01:47:00+00:00,,2.950000047683716
143285,98775,78906,15349,387038,Complete,2025-04-24 18:24:54+00:00,2025-04-23 17:47:00+00:00,2025-04-24 08:13:00+00:00,,2.950000047683716
159228,109700,87547,28862,430176,Complete,2023-06-19 11:56:08+00:00,2023-06-19 10:08:00+00:00,2023-06-21 14:15:00+00:00,,2.950000047683716
160619,110652,88336,28548,433941,Complete,2024-05-12 17:53:55+00:00,2024-05-10 17:48:00+00:00,2024-05-15 16:32:00+00:00,,2.950000047683716
161368,111173,88742,13662,435991,Complete,2023-10-30 16:19:39+00:00,2023-10-29 05:30:00+00:00,2023-10-31 08:52:00+00:00,,2.950000047683716
164790,113547,90636,29008,445185,Complete,2024-10-05 03:21:14+00:00,2024-10-05 09:46:00+00:00,2024-10-06 15:44:00+00:00,,2.950000047683716
51619,35606,28318,15744,139339,Processing,2021-01-29 05:47:43+00:00,,,,2.950000047683716
58053,40071,31903,28589,156721,Processing,2024-03-28 23:24:26+00:00,,,,2.950000047683716
61041,42098,33551,15349,164857,Processing,2023-01-28 02:56:27+00:00,,,,2.950000047683716
66793,46056,36680,29008,180344,Processing,2024-06-11 06:48:15+00:00,,,,2.950000047683716
74243,51167,40729,15349,200481,Processing,2025-10-03 13:03:17+00:00,,,,2.950000047683716
98458,67862,54083,29064,265876,Processing,2025-07-24 04:35:46+00:00,,,,2.950000047683716
108482,74799,59669,14170,293016,Processing,2025-05-09 06:33:56+00:00,,,,2.950000047683716
120867,83326,66567,15744,326433,Processing,2021-10-17 03:16:43+00:00,,,,2.950000047683716
124841,86059,68718,14170,337166,Processing,2022-12-06 09:06:21+00:00,,,,2.950000047683716
125710,86648,69176,14170,339500,Processing,2021-07-11 04:04:32+00:00,,,,2.950000047683716
128555,88613,70699,28921,347145,Processing,2025-10-16 00:17:54+00:00,,,,2.950000047683716
133717,92169,73519,28862,361116,Processing,2022-06-13 06:07:39+00:00,,,,2.950000047683716
161516,111279,88827,28862,436388,Processing,2025-03-18 14:04:00+00:00,,,,2.950000047683716
167103,115112,91962,15744,451413,Processing,2025-09-16 03:07:31+00:00,,,,2.950000047683716
38414,26523,21060,15349,103609,Returned,2025-10-18 03:54:08.112963+00:00,2025-10-19 20:57:50.112963+00:00,2025-10-23 00:55:50.112963+00:00,2025-10-23 17:27:50.112963+00:00,2.950000047683716
42891,29605,23576,15744,115790,Returned,2023-08-25 13:15:10+00:00,2023-08-28 00:15:00+00:00,2023-08-28 04:50:00+00:00,2023-08-30 16:23:00+00:00,2.950000047683716
92848,64007,50975,29064,250756,Returned,2022-11-12 02:39:28+00:00,2022-11-12 16:54:00+00:00,2022-11-14 08:46:00+00:00,2022-11-14 14:09:00+00:00,2.950000047683716
96976,66824,53231,9220,261888,Returned,2024-09-19 05:48:16+00:00,2024-09-22 05:03:00+00:00,2024-09-25 13:53:00+00:00,2024-09-27 00:16:00+00:00,2.950000047683716
97753,67355,53675,28921,263972,Returned,2024-12-07 05:39:48+00:00,2024-12-07 18:38:00+00:00,2024-12-09 02:02:00+00:00,2024-12-11 09:31:00+00:00,2.950000047683716
122626,84555,67548,28862,331180,Returned,2024-09-30 20:34:43+00:00,2024-10-02 08:21:00+00:00,2024-10-07 06:33:00+00:00,2024-10-07 20:56:00+00:00,2.950000047683716
140074,96569,77128,29008,378277,Returned,2025-09-02 16:48:07+00:00,2025-09-04 23:16:00+00:00,2025-09-09 08:45:00+00:00,2025-09-12 07:21:00+00:00,2.950000047683716
144409,99549,79526,28589,390077,Returned,2024-08-09 07:18:53+00:00,2024-08-09 17:08:00+00:00,2024-08-14 12:37:00+00:00,2024-08-15 02:12:00+00:00,2.950000047683716
150065,103439,82636,28921,405406,Returned,2023-06-04 10:25:24+00:00,2023-06-05 23:59:00+00:00,2023-06-07 19:28:00+00:00,2023-06-09 13:24:00+00:00,2.950000047683716
175013,120689,96490,28548,472735,Returned,2025-09-17 11:41:19+00:00,2025-09-19 23:08:00+00:00,2025-09-22 15:55:00+00:00,2025-09-22 21:50:00+00:00,2.950000047683716
12027,8288,6622,9220,32388,Shipped,2022-01-20 00:16:45+00:00,2022-01-21 15:47:00+00:00,,,2.950000047683716
25403,17591,14043,28921,68454,Shipped,2023-11-11 14:45:37+00:00,2023-11-13 18:11:00+00:00,,,2.950000047683716
27887,19277,15428,9220,75152,Shipped,2025-04-25 11:33:37+00:00,2025-04-24 00:36:00+00:00,,,2.950000047683716
28643,19798,15805,28548,77196,Shipped,2022-03-14 14:43:50+00:00,2022-03-17 12:16:00+00:00,,,2.950000047683716
39934,27555,21915,29064,107761,Shipped,2020-06-21 04:43:14+00:00,2020-06-23 02:19:00+00:00,,,2.950000047683716
42663,29451,23441,14170,115168,Shipped,2024-07-24 02:20:16+00:00,2024-07-25 09:58:00+00:00,,,2.950000047683716
52766,36391,28951,28862,142470,Shipped,2025-10-18 01:47:22.063082+00:00,2025-10-20 07:15:36.063082+00:00,,,2.950000047683716
72817,50204,39960,13662,196615,Shipped,2025-10-03 03:19:11+00:00,2025-10-03 15:55:00+00:00,,,2.950000047683716
81982,56493,44954,13662,221381,Shipped,2024-08-12 05:56:14+00:00,2024-08-12 13:53:00+00:00,,,2.950000047683716
84408,58164,46258,28921,227963,Shipped,2022-10-18 09:49:39+00:00,2022-10-19 18:47:00+00:00,,,2.950000047683716
85126,58652,46690,28862,229905,Shipped,2022-01-03 03:23:44+00:00,2022-01-06 06:40:00+00:00,,,2.950000047683716
87252,60131,47842,28589,235643,Shipped,2024-01-10 03:42:48+00:00,2024-01-10 21:02:00+00:00,,,2.950000047683716
92517,63786,50812,15744,249855,Shipped,2020-11-24 12:23:59+00:00,2020-11-22 20:58:00+00:00,,,2.950000047683716
108004,74462,59394,28921,291704,Shipped,2024-07-04 15:37:31+00:00,2024-07-06 07:11:00+00:00,,,2.950000047683716
121213,83559,66760,15744,327387,Shipped,2025-06-28 10:23:50+00:00,2025-06-29 16:23:00+00:00,,,2.950000047683716
134485,92703,73960,14170,363164,Shipped,2025-07-16 15:41:46+00:00,2025-07-17 08:36:00+00:00,,,2.950000047683716
