id,user_id,sequence_number,session_id,created_at,ip_address,city,state,postal_code,browser,traffic_source,uri,event_type
1433439,,3,3ac20c86-2f10-4744-b8d5-f4f2df02158f,2025-01-17 19:28:00+00:00,111.202.7.246,Bayannre,Beijing,100039,Safari,Email,/cancel,cancel
1521968,,3,f6ac69b6-a1eb-4c1b-8999-c533a70d4c07,2020-06-13 18:49:00+00:00,189.176.121.187,Bayannre,Beijing,100039,Firefox,Email,/cancel,cancel
1538821,,3,3c6b0d05-2f34-44aa-88af-74178ec003d7,2020-07-15 07:16:00+00:00,34.131.31.186,Bayannre,Beijing,100039,Firefox,Email,/cancel,cancel
1622499,,3,7559dc3f-5340-4ba9-98a0-8dd5326d5d4d,2024-09-06 03:48:00+00:00,207.72.229.176,Bayannre,Beijing,100039,Firefox,Adwords,/cancel,cancel
1489762,,3,28b8658b-150c-4300-a5e9-a5ed030b22c2,2024-04-01 03:16:00+00:00,208.77.6.70,Guangzhou,Beijing,100040,Chrome,Adwords,/cancel,cancel
1899808,,3,c5255959-ecea-4cdd-9939-d24b9df7324a,2023-01-05 10:31:00+00:00,163.142.39.132,Guangzhou,Beijing,100040,Firefox,Organic,/cancel,cancel
1916834,,3,3cd54ee8-720b-424b-9b02-81da353eecee,2020-04-27 13:18:00+00:00,139.101.220.156,Nanchang,Beijing,100041,Chrome,Email,/cancel,cancel
1612746,,3,ece1bd10-ffdb-490a-bc19-ce3b06ab665f,2024-08-01 03:38:00+00:00,133.15.44.240,Nanchang,Beijing,100041,Safari,Email,/cancel,cancel
1395045,,3,57a68d58-4236-4397-9753-f04e91a6952c,2020-08-06 16:46:00+00:00,33.94.188.132,Nanchang,Beijing,100041,Firefox,Email,/cancel,cancel
2134666,,3,19b38a4c-eef2-4d28-9ee5-f8a4734f7f2b,2023-07-25 14:11:00+00:00,29.192.124.0,Qingdao,Beijing,100042,Other,Email,/cancel,cancel
2038720,,3,62df4430-c28e-4e8e-8549-b66cf80a2f27,2024-05-26 19:28:00+00:00,113.227.36.93,NanNing,Beijing,100043,Chrome,Email,/cancel,cancel
2084838,,3,20e0073c-2dc8-42db-81dd-533418bf2a50,2021-08-01 05:13:00+00:00,198.236.158.2,NanNing,Beijing,100043,Chrome,Adwords,/cancel,cancel
1950441,,3,1b2693a5-0583-4871-8058-2861b9bcca98,2024-09-05 12:50:00+00:00,37.7.50.15,NanNing,Beijing,100043,Chrome,Email,/cancel,cancel
2111594,,3,1df8e060-f6c6-43b8-9c8a-4f055508bcd4,2020-09-19 05:38:00+00:00,203.41.89.117,Wenzhou,Beijing,100044,Chrome,Email,/cancel,cancel
1441001,,3,6b934075-aecb-4e3e-aa5d-36e24b9d1806,2024-08-21 07:46:00+00:00,44.186.94.108,Pingxiang,Beijing,100053,Safari,YouTube,/cancel,cancel
1401046,,3,8b8774ba-bfb5-4682-acda-ce52219e0df1,2020-07-26 14:40:00+00:00,208.56.143.95,Pingxiang,Beijing,100053,Firefox,Email,/cancel,cancel
2186153,,3,c7db00c8-671d-4ae0-bac1-3ba84d0e3a9b,2020-04-03 03:56:00+00:00,3.116.53.119,Pingxiang,Beijing,100053,Chrome,Facebook,/cancel,cancel
1807461,,3,b1d507d0-77dd-4481-b504-b9cc47c18321,2020-12-05 18:43:00+00:00,206.198.223.73,Beijing,Beijing,100054,Firefox,Email,/cancel,cancel
2035153,,3,0e6acca3-10dd-4e1e-9b0a-e69e43d3393a,2023-01-22 09:19:00+00:00,81.54.151.114,Beijing,Beijing,100054,Chrome,Email,/cancel,cancel
1628286,,3,5842ca2a-8018-4e2b-b252-b234dc9fce5f,2019-06-19 18:57:00+00:00,173.143.202.252,Chaoyang,Beijing,100055,Chrome,Facebook,/cancel,cancel
2293178,,3,7edb8a8f-5c93-4519-be6e-1de4723f0e09,2023-06-24 10:05:00+00:00,113.54.40.178,Chaoyang,Beijing,100055,Safari,Email,/cancel,cancel
2180779,,3,1132404a-ae9a-49f3-809f-06653ea1db07,2021-01-05 19:11:00+00:00,223.120.227.231,Chaoyang,Beijing,100055,Chrome,YouTube,/cancel,cancel
1989339,,3,5c853cae-66e9-45b1-805c-1acd69a5e3b7,2021-03-25 20:05:00+00:00,175.213.193.24,Xiamen,Beijing,100061,Safari,Email,/cancel,cancel
1473112,,3,7b072201-abe6-4229-9091-7c2d9c11c977,2022-06-02 09:43:00+00:00,103.126.159.100,Shanghai,Beijing,100062,Firefox,Email,/cancel,cancel
2128642,,3,95d54104-a208-495e-af03-ff8efaf652e0,2021-04-24 13:47:00+00:00,115.101.66.46,Shanghai,Beijing,100068,Chrome,Adwords,/cancel,cancel
1677989,,3,dc4da823-6075-450d-af32-6e0987d37b36,2025-05-19 16:55:00+00:00,159.154.88.247,Shanghai,Beijing,100068,Firefox,Adwords,/cancel,cancel
1847801,,3,cac4fc5c-b6ef-4e8b-9a97-3b76bbcbd669,2024-12-27 19:38:00+00:00,84.87.152.229,Shanghai,Beijing,100068,Firefox,Email,/cancel,cancel
2339237,,3,58a7e211-7d48-4279-a9fc-6d99792bce2f,2021-05-16 09:54:00+00:00,180.110.107.234,Shanghai,Beijing,100070,Chrome,Email,/cancel,cancel
2294749,,3,8c5c3821-f716-40f2-9a98-fab8f152b034,2019-11-15 05:50:00+00:00,162.201.47.16,Shanghai,Beijing,100070,Chrome,Email,/cancel,cancel
1917021,,3,69c22f03-83c8-41b8-8a12-5871d7730e36,2022-06-05 16:05:00+00:00,45.31.18.40,Shanghai,Beijing,100070,Chrome,Organic,/cancel,cancel
1307934,,3,320bd9fa-9fd3-4295-a4d6-15b1195e7bb0,2020-09-13 10:04:00+00:00,63.138.242.158,Huaihua,Beijing,100073,Safari,Email,/cancel,cancel
1391193,,3,e7c55ed0-e9ef-4b0d-9058-ab5dc7c76108,2021-04-28 12:37:00+00:00,144.150.92.250,Huaihua,Beijing,100073,Chrome,Email,/cancel,cancel
1326703,,3,504d8575-ce6c-4f34-9a0f-331e8fb3b5f2,2022-05-04 06:07:00+00:00,204.62.215.141,Huaihua,Beijing,100073,Chrome,Email,/cancel,cancel
1804878,,3,bbf91145-b523-466f-bdba-7cfd02c75a04,2023-01-01 14:34:00+00:00,98.106.83.2,Huaihua,Beijing,100073,Safari,Email,/cancel,cancel
1639283,,3,98f5c587-acee-4254-8d7a-c7b8816a57b6,2023-09-21 18:07:00+00:00,110.36.235.129,Huaihua,Beijing,100073,Safari,YouTube,/cancel,cancel
