id,product_id,created_at,sold_at,cost,product_category,product_name,product_brand,product_retail_price,product_department,product_sku,product_distribution_center_id
335923,8059,2025-05-29 14:40:00+00:00,,25.75356098201364,Clothing Sets,Aeropostale Juniors' Times Square 87 Graphic T-Shirt and A87 Racerback Ribbed Tank - Size (Large),Aeropostale,39.9900016784668,Women,E382F91E2C82C3853AEB0D3948275232,9
335924,8059,2022-08-24 12:58:00+00:00,,25.75356098201364,Clothing Sets,Aeropostale Juniors' Times Square 87 Graphic T-Shirt and A87 Racerback Ribbed Tank - Size (Large),Aeropostale,39.9900016784668,Women,E382F91E2C82C3853AEB0D3948275232,9
335925,8059,2025-01-09 05:38:00+00:00,,25.75356098201364,Clothing Sets,Aeropostale Juniors' Times Square 87 Graphic T-Shirt and A87 Racerback Ribbed Tank - Size (Large),Aeropostale,39.9900016784668,Women,E382F91E2C82C3853AEB0D3948275232,9
440786,8059,2023-09-05 12:40:08+00:00,2023-11-01 04:28:08+00:00,25.75356098201364,Clothing Sets,Aeropostale Juniors' Times Square 87 Graphic T-Shirt and A87 Racerback Ribbed Tank - Size (Large),Aeropostale,39.9900016784668,Women,E382F91E2C82C3853AEB0D3948275232,9
440787,8059,2023-10-06 07:52:00+00:00,,25.75356098201364,Clothing Sets,Aeropostale Juniors' Times Square 87 Graphic T-Shirt and A87 Racerback Ribbed Tank - Size (Large),Aeropostale,39.9900016784668,Women,E382F91E2C82C3853AEB0D3948275232,9
442633,8059,2020-08-12 12:42:26+00:00,2020-10-09 08:54:26+00:00,25.75356098201364,Clothing Sets,Aeropostale Juniors' Times Square 87 Graphic T-Shirt and A87 Racerback Ribbed Tank - Size (Large),Aeropostale,39.9900016784668,Women,E382F91E2C82C3853AEB0D3948275232,9
442634,8059,2022-04-18 15:38:00+00:00,,25.75356098201364,Clothing Sets,Aeropostale Juniors' Times Square 87 Graphic T-Shirt and A87 Racerback Ribbed Tank - Size (Large),Aeropostale,39.9900016784668,Women,E382F91E2C82C3853AEB0D3948275232,9
442635,8059,2025-06-22 02:24:00+00:00,,25.75356098201364,Clothing Sets,Aeropostale Juniors' Times Square 87 Graphic T-Shirt and A87 Racerback Ribbed Tank - Size (Large),Aeropostale,39.9900016784668,Women,E382F91E2C82C3853AEB0D3948275232,9
442636,8059,2025-01-02 00:16:00+00:00,,25.75356098201364,Clothing Sets,Aeropostale Juniors' Times Square 87 Graphic T-Shirt and A87 Racerback Ribbed Tank - Size (Large),Aeropostale,39.9900016784668,Women,E382F91E2C82C3853AEB0D3948275232,9
12908,8032,2025-06-10 17:55:04+00:00,2025-07-19 09:14:04+00:00,21.01049990952015,Clothing Sets,Aeropostale Womens; Juniors Long Sleeve Logo Graphic Thermal Henley Shirt Coordinated with Aero's Solid Basic Cami; Camisole,Aeropostale,34.5,Women,319BE2A70DD4B557266C6CA2C20F6DA7,9
12909,8032,2023-09-22 18:29:00+00:00,,21.01049990952015,Clothing Sets,Aeropostale Womens; Juniors Long Sleeve Logo Graphic Thermal Henley Shirt Coordinated with Aero's Solid Basic Cami; Camisole,Aeropostale,34.5,Women,319BE2A70DD4B557266C6CA2C20F6DA7,9
12910,8032,2023-11-11 18:48:00+00:00,,21.01049990952015,Clothing Sets,Aeropostale Womens; Juniors Long Sleeve Logo Graphic Thermal Henley Shirt Coordinated with Aero's Solid Basic Cami; Camisole,Aeropostale,34.5,Women,319BE2A70DD4B557266C6CA2C20F6DA7,9
12911,8032,2023-09-24 12:20:00+00:00,,21.01049990952015,Clothing Sets,Aeropostale Womens; Juniors Long Sleeve Logo Graphic Thermal Henley Shirt Coordinated with Aero's Solid Basic Cami; Camisole,Aeropostale,34.5,Women,319BE2A70DD4B557266C6CA2C20F6DA7,9
86012,8032,2022-01-25 14:44:44+00:00,2022-02-25 04:25:44+00:00,21.01049990952015,Clothing Sets,Aeropostale Womens; Juniors Long Sleeve Logo Graphic Thermal Henley Shirt Coordinated with Aero's Solid Basic Cami; Camisole,Aeropostale,34.5,Women,319BE2A70DD4B557266C6CA2C20F6DA7,9
86013,8032,2023-09-13 15:47:00+00:00,,21.01049990952015,Clothing Sets,Aeropostale Womens; Juniors Long Sleeve Logo Graphic Thermal Henley Shirt Coordinated with Aero's Solid Basic Cami; Camisole,Aeropostale,34.5,Women,319BE2A70DD4B557266C6CA2C20F6DA7,9
86014,8032,2022-01-27 13:44:00+00:00,,21.01049990952015,Clothing Sets,Aeropostale Womens; Juniors Long Sleeve Logo Graphic Thermal Henley Shirt Coordinated with Aero's Solid Basic Cami; Camisole,Aeropostale,34.5,Women,319BE2A70DD4B557266C6CA2C20F6DA7,9
101893,8032,2023-12-18 06:31:22+00:00,2024-02-09 07:47:22+00:00,21.01049990952015,Clothing Sets,Aeropostale Womens; Juniors Long Sleeve Logo Graphic Thermal Henley Shirt Coordinated with Aero's Solid Basic Cami; Camisole,Aeropostale,34.5,Women,319BE2A70DD4B557266C6CA2C20F6DA7,9
101894,8032,2024-09-07 16:49:00+00:00,,21.01049990952015,Clothing Sets,Aeropostale Womens; Juniors Long Sleeve Logo Graphic Thermal Henley Shirt Coordinated with Aero's Solid Basic Cami; Camisole,Aeropostale,34.5,Women,319BE2A70DD4B557266C6CA2C20F6DA7,9
148724,8032,2025-07-23 10:22:16+00:00,2025-09-05 13:28:16+00:00,21.01049990952015,Clothing Sets,Aeropostale Womens; Juniors Long Sleeve Logo Graphic Thermal Henley Shirt Coordinated with Aero's Solid Basic Cami; Camisole,Aeropostale,34.5,Women,319BE2A70DD4B557266C6CA2C20F6DA7,9
148725,8032,2021-06-20 07:34:00+00:00,,21.01049990952015,Clothing Sets,Aeropostale Womens; Juniors Long Sleeve Logo Graphic Thermal Henley Shirt Coordinated with Aero's Solid Basic Cami; Camisole,Aeropostale,34.5,Women,319BE2A70DD4B557266C6CA2C20F6DA7,9
188542,8032,2024-12-09 09:57:30+00:00,2024-12-29 06:26:30+00:00,21.01049990952015,Clothing Sets,Aeropostale Womens; Juniors Long Sleeve Logo Graphic Thermal Henley Shirt Coordinated with Aero's Solid Basic Cami; Camisole,Aeropostale,34.5,Women,319BE2A70DD4B557266C6CA2C20F6DA7,9
188543,8032,2025-03-16 08:53:00+00:00,,21.01049990952015,Clothing Sets,Aeropostale Womens; Juniors Long Sleeve Logo Graphic Thermal Henley Shirt Coordinated with Aero's Solid Basic Cami; Camisole,Aeropostale,34.5,Women,319BE2A70DD4B557266C6CA2C20F6DA7,9
235460,8032,2024-12-13 01:42:39+00:00,2025-01-09 11:33:39+00:00,21.01049990952015,Clothing Sets,Aeropostale Womens; Juniors Long Sleeve Logo Graphic Thermal Henley Shirt Coordinated with Aero's Solid Basic Cami; Camisole,Aeropostale,34.5,Women,319BE2A70DD4B557266C6CA2C20F6DA7,9
235461,8032,2020-07-11 00:51:00+00:00,,21.01049990952015,Clothing Sets,Aeropostale Womens; Juniors Long Sleeve Logo Graphic Thermal Henley Shirt Coordinated with Aero's Solid Basic Cami; Camisole,Aeropostale,34.5,Women,319BE2A70DD4B557266C6CA2C20F6DA7,9
387139,8032,2025-05-05 16:21:51+00:00,2025-05-29 07:48:51+00:00,21.01049990952015,Clothing Sets,Aeropostale Womens; Juniors Long Sleeve Logo Graphic Thermal Henley Shirt Coordinated with Aero's Solid Basic Cami; Camisole,Aeropostale,34.5,Women,319BE2A70DD4B557266C6CA2C20F6DA7,9
387140,8032,2025-07-10 14:25:00+00:00,,21.01049990952015,Clothing Sets,Aeropostale Womens; Juniors Long Sleeve Logo Graphic Thermal Henley Shirt Coordinated with Aero's Solid Basic Cami; Camisole,Aeropostale,34.5,Women,319BE2A70DD4B557266C6CA2C20F6DA7,9
105737,8047,2025-07-16 09:12:26+00:00,2025-09-10 04:58:26+00:00,57.318298841860894,Clothing Sets,After Dinner Set - Black Color,UjENA,95.8499984741211,Women,6DAC4227F4C3D1F6619898D70F2F2B52,5
105738,8047,2023-08-04 16:52:00+00:00,,57.318298841860894,Clothing Sets,After Dinner Set - Black Color,UjENA,95.8499984741211,Women,6DAC4227F4C3D1F6619898D70F2F2B52,5
105739,8047,2022-04-03 08:52:00+00:00,,57.318298841860894,Clothing Sets,After Dinner Set - Black Color,UjENA,95.8499984741211,Women,6DAC4227F4C3D1F6619898D70F2F2B52,5
165046,8047,2024-04-23 04:22:53+00:00,2024-04-29 00:05:53+00:00,57.318298841860894,Clothing Sets,After Dinner Set - Black Color,UjENA,95.8499984741211,Women,6DAC4227F4C3D1F6619898D70F2F2B52,5
165047,8047,2022-01-04 06:04:00+00:00,,57.318298841860894,Clothing Sets,After Dinner Set - Black Color,UjENA,95.8499984741211,Women,6DAC4227F4C3D1F6619898D70F2F2B52,5
394753,8047,2025-08-05 21:47:59+00:00,2025-09-28 07:44:59+00:00,57.318298841860894,Clothing Sets,After Dinner Set - Black Color,UjENA,95.8499984741211,Women,6DAC4227F4C3D1F6619898D70F2F2B52,5
394754,8047,2023-03-02 15:25:00+00:00,,57.318298841860894,Clothing Sets,After Dinner Set - Black Color,UjENA,95.8499984741211,Women,6DAC4227F4C3D1F6619898D70F2F2B52,5
457595,8047,2025-02-08 14:04:25+00:00,2025-03-06 10:21:25+00:00,57.318298841860894,Clothing Sets,After Dinner Set - Black Color,UjENA,95.8499984741211,Women,6DAC4227F4C3D1F6619898D70F2F2B52,5
457596,8047,2020-09-06 16:30:00+00:00,,57.318298841860894,Clothing Sets,After Dinner Set - Black Color,UjENA,95.8499984741211,Women,6DAC4227F4C3D1F6619898D70F2F2B52,5
477425,8047,2025-08-12 15:20:41+00:00,2025-09-26 04:53:41+00:00,57.318298841860894,Clothing Sets,After Dinner Set - Black Color,UjENA,95.8499984741211,Women,6DAC4227F4C3D1F6619898D70F2F2B52,5
477426,8047,2025-08-20 06:09:00+00:00,,57.318298841860894,Clothing Sets,After Dinner Set - Black Color,UjENA,95.8499984741211,Women,6DAC4227F4C3D1F6619898D70F2F2B52,5
122100,8050,2023-09-30 21:40:14+00:00,2023-10-08 02:52:14+00:00,35.6058608720129,Clothing Sets,BLACK BLOUSE GAUCHO PALAZZO SET ASYM - FITS (ONE SIZE) - L XL 1X - G104S LOTUSTRADERS,LOTUSTRADERS,57.9900016784668,Women,B0285CBF334BE23BE58E7FF353AF1AF2,8
122101,8050,2020-03-13 17:22:00+00:00,,35.6058608720129,Clothing Sets,BLACK BLOUSE GAUCHO PALAZZO SET ASYM - FITS (ONE SIZE) - L XL 1X - G104S LOTUSTRADERS,LOTUSTRADERS,57.9900016784668,Women,B0285CBF334BE23BE58E7FF353AF1AF2,8
181616,8050,2023-05-06 14:32:30+00:00,2023-06-10 14:08:30+00:00,35.6058608720129,Clothing Sets,BLACK BLOUSE GAUCHO PALAZZO SET ASYM - FITS (ONE SIZE) - L XL 1X - G104S LOTUSTRADERS,LOTUSTRADERS,57.9900016784668,Women,B0285CBF334BE23BE58E7FF353AF1AF2,8
181617,8050,2021-07-01 12:39:00+00:00,,35.6058608720129,Clothing Sets,BLACK BLOUSE GAUCHO PALAZZO SET ASYM - FITS (ONE SIZE) - L XL 1X - G104S LOTUSTRADERS,LOTUSTRADERS,57.9900016784668,Women,B0285CBF334BE23BE58E7FF353AF1AF2,8
298036,8050,2023-11-28 00:22:43+00:00,2024-01-21 00:49:43+00:00,35.6058608720129,Clothing Sets,BLACK BLOUSE GAUCHO PALAZZO SET ASYM - FITS (ONE SIZE) - L XL 1X - G104S LOTUSTRADERS,LOTUSTRADERS,57.9900016784668,Women,B0285CBF334BE23BE58E7FF353AF1AF2,8
298037,8050,2021-12-04 16:16:00+00:00,,35.6058608720129,Clothing Sets,BLACK BLOUSE GAUCHO PALAZZO SET ASYM - FITS (ONE SIZE) - L XL 1X - G104S LOTUSTRADERS,LOTUSTRADERS,57.9900016784668,Women,B0285CBF334BE23BE58E7FF353AF1AF2,8
321932,8050,2022-05-21 15:38:36+00:00,2022-06-11 14:47:36+00:00,35.6058608720129,Clothing Sets,BLACK BLOUSE GAUCHO PALAZZO SET ASYM - FITS (ONE SIZE) - L XL 1X - G104S LOTUSTRADERS,LOTUSTRADERS,57.9900016784668,Women,B0285CBF334BE23BE58E7FF353AF1AF2,8
321933,8050,2022-12-02 05:27:00+00:00,,35.6058608720129,Clothing Sets,BLACK BLOUSE GAUCHO PALAZZO SET ASYM - FITS (ONE SIZE) - L XL 1X - G104S LOTUSTRADERS,LOTUSTRADERS,57.9900016784668,Women,B0285CBF334BE23BE58E7FF353AF1AF2,8
321934,8050,2024-09-11 09:30:00+00:00,,35.6058608720129,Clothing Sets,BLACK BLOUSE GAUCHO PALAZZO SET ASYM - FITS (ONE SIZE) - L XL 1X - G104S LOTUSTRADERS,LOTUSTRADERS,57.9900016784668,Women,B0285CBF334BE23BE58E7FF353AF1AF2,8
438607,8050,2024-09-27 06:09:46+00:00,2024-11-02 00:08:46+00:00,35.6058608720129,Clothing Sets,BLACK BLOUSE GAUCHO PALAZZO SET ASYM - FITS (ONE SIZE) - L XL 1X - G104S LOTUSTRADERS,LOTUSTRADERS,57.9900016784668,Women,B0285CBF334BE23BE58E7FF353AF1AF2,8
438608,8050,2024-10-13 09:06:00+00:00,,35.6058608720129,Clothing Sets,BLACK BLOUSE GAUCHO PALAZZO SET ASYM - FITS (ONE SIZE) - L XL 1X - G104S LOTUSTRADERS,LOTUSTRADERS,57.9900016784668,Women,B0285CBF334BE23BE58E7FF353AF1AF2,8
302676,8055,2022-08-16 15:40:29+00:00,2022-08-19 06:50:29+00:00,38.297920844985086,Clothing Sets,BLACK BLOUSE GAUCHO PALAZZO SET ASYM - FITS - 3X 4X 5X - G104S LOTUSTRADERS,LOTUSTRADERS,62.9900016784668,Women,444B0D9A802792791BB9A2DA568B463D,8
302677,8055,2022-04-30 02:53:00+00:00,,38.297920844985086,Clothing Sets,BLACK BLOUSE GAUCHO PALAZZO SET ASYM - FITS - 3X 4X 5X - G104S LOTUSTRADERS,LOTUSTRADERS,62.9900016784668,Women,444B0D9A802792791BB9A2DA568B463D,8
422082,8055,2024-09-18 17:35:50+00:00,2024-11-17 15:58:50+00:00,38.297920844985086,Clothing Sets,BLACK BLOUSE GAUCHO PALAZZO SET ASYM - FITS - 3X 4X 5X - G104S LOTUSTRADERS,LOTUSTRADERS,62.9900016784668,Women,444B0D9A802792791BB9A2DA568B463D,8
422083,8055,2024-08-21 09:58:00+00:00,,38.297920844985086,Clothing Sets,BLACK BLOUSE GAUCHO PALAZZO SET ASYM - FITS - 3X 4X 5X - G104S LOTUSTRADERS,LOTUSTRADERS,62.9900016784668,Women,444B0D9A802792791BB9A2DA568B463D,8
17635,8029,2024-02-20 17:10:49+00:00,2024-03-27 03:23:49+00:00,31.970290879978837,Clothing Sets,Bus Stop Great 75 Triumph Plus Teal Blue Tattoo Hoodie Velour Jogging Suit Plus Teal,Bus Stop,55.9900016784668,Women,BECC353586042B6DBCC42C1B794C37B6,4
17636,8029,2023-07-01 08:50:00+00:00,,31.970290879978837,Clothing Sets,Bus Stop Great 75 Triumph Plus Teal Blue Tattoo Hoodie Velour Jogging Suit Plus Teal,Bus Stop,55.9900016784668,Women,BECC353586042B6DBCC42C1B794C37B6,4
17637,8029,2025-07-19 15:37:00+00:00,,31.970290879978837,Clothing Sets,Bus Stop Great 75 Triumph Plus Teal Blue Tattoo Hoodie Velour Jogging Suit Plus Teal,Bus Stop,55.9900016784668,Women,BECC353586042B6DBCC42C1B794C37B6,4
80694,8029,2025-03-14 10:40:34+00:00,2025-04-15 12:16:34+00:00,31.970290879978837,Clothing Sets,Bus Stop Great 75 Triumph Plus Teal Blue Tattoo Hoodie Velour Jogging Suit Plus Teal,Bus Stop,55.9900016784668,Women,BECC353586042B6DBCC42C1B794C37B6,4
80695,8029,2023-02-16 09:45:00+00:00,,31.970290879978837,Clothing Sets,Bus Stop Great 75 Triumph Plus Teal Blue Tattoo Hoodie Velour Jogging Suit Plus Teal,Bus Stop,55.9900016784668,Women,BECC353586042B6DBCC42C1B794C37B6,4
80696,8029,2021-02-16 03:47:00+00:00,,31.970290879978837,Clothing Sets,Bus Stop Great 75 Triumph Plus Teal Blue Tattoo Hoodie Velour Jogging Suit Plus Teal,Bus Stop,55.9900016784668,Women,BECC353586042B6DBCC42C1B794C37B6,4
80697,8029,2021-11-29 16:08:00+00:00,,31.970290879978837,Clothing Sets,Bus Stop Great 75 Triumph Plus Teal Blue Tattoo Hoodie Velour Jogging Suit Plus Teal,Bus Stop,55.9900016784668,Women,BECC353586042B6DBCC42C1B794C37B6,4
188414,8029,2024-12-12 01:17:04+00:00,2025-01-11 04:32:04+00:00,31.970290879978837,Clothing Sets,Bus Stop Great 75 Triumph Plus Teal Blue Tattoo Hoodie Velour Jogging Suit Plus Teal,Bus Stop,55.9900016784668,Women,BECC353586042B6DBCC42C1B794C37B6,4
188415,8029,2022-07-09 08:06:00+00:00,,31.970290879978837,Clothing Sets,Bus Stop Great 75 Triumph Plus Teal Blue Tattoo Hoodie Velour Jogging Suit Plus Teal,Bus Stop,55.9900016784668,Women,BECC353586042B6DBCC42C1B794C37B6,4
392019,8029,2022-10-07 18:17:19+00:00,2022-11-05 09:31:19+00:00,31.970290879978837,Clothing Sets,Bus Stop Great 75 Triumph Plus Teal Blue Tattoo Hoodie Velour Jogging Suit Plus Teal,Bus Stop,55.9900016784668,Women,BECC353586042B6DBCC42C1B794C37B6,4
392020,8029,2023-06-03 03:40:00+00:00,,31.970290879978837,Clothing Sets,Bus Stop Great 75 Triumph Plus Teal Blue Tattoo Hoodie Velour Jogging Suit Plus Teal,Bus Stop,55.9900016784668,Women,BECC353586042B6DBCC42C1B794C37B6,4
392021,8029,2022-09-24 07:59:00+00:00,,31.970290879978837,Clothing Sets,Bus Stop Great 75 Triumph Plus Teal Blue Tattoo Hoodie Velour Jogging Suit Plus Teal,Bus Stop,55.9900016784668,Women,BECC353586042B6DBCC42C1B794C37B6,4
392022,8029,2022-09-11 10:04:00+00:00,,31.970290879978837,Clothing Sets,Bus Stop Great 75 Triumph Plus Teal Blue Tattoo Hoodie Velour Jogging Suit Plus Teal,Bus Stop,55.9900016784668,Women,BECC353586042B6DBCC42C1B794C37B6,4
13363,8030,2023-11-29 05:01:30+00:00,2024-01-19 11:17:30+00:00,32.89999980479479,Clothing Sets,Calvin Klein Women's MSY Velour Pant,Calvin Klein,50.0,Women,B4D22BB574AED5FDD900A274930252F6,3
13364,8030,2023-04-24 07:40:00+00:00,,32.89999980479479,Clothing Sets,Calvin Klein Women's MSY Velour Pant,Calvin Klein,50.0,Women,B4D22BB574AED5FDD900A274930252F6,3
13365,8030,2023-05-03 07:59:00+00:00,,32.89999980479479,Clothing Sets,Calvin Klein Women's MSY Velour Pant,Calvin Klein,50.0,Women,B4D22BB574AED5FDD900A274930252F6,3
15313,8030,2020-10-06 09:28:12+00:00,2020-12-03 02:58:12+00:00,32.89999980479479,Clothing Sets,Calvin Klein Women's MSY Velour Pant,Calvin Klein,50.0,Women,B4D22BB574AED5FDD900A274930252F6,3
15314,8030,2023-02-27 18:01:00+00:00,,32.89999980479479,Clothing Sets,Calvin Klein Women's MSY Velour Pant,Calvin Klein,50.0,Women,B4D22BB574AED5FDD900A274930252F6,3
15315,8030,2025-03-12 17:15:00+00:00,,32.89999980479479,Clothing Sets,Calvin Klein Women's MSY Velour Pant,Calvin Klein,50.0,Women,B4D22BB574AED5FDD900A274930252F6,3
46183,8030,2024-08-06 02:33:39+00:00,2024-08-08 04:27:39+00:00,32.89999980479479,Clothing Sets,Calvin Klein Women's MSY Velour Pant,Calvin Klein,50.0,Women,B4D22BB574AED5FDD900A274930252F6,3
46184,8030,2020-01-25 00:25:00+00:00,,32.89999980479479,Clothing Sets,Calvin Klein Women's MSY Velour Pant,Calvin Klein,50.0,Women,B4D22BB574AED5FDD900A274930252F6,3
46185,8030,2020-06-27 11:19:00+00:00,,32.89999980479479,Clothing Sets,Calvin Klein Women's MSY Velour Pant,Calvin Klein,50.0,Women,B4D22BB574AED5FDD900A274930252F6,3
290166,8030,2025-03-10 22:39:23+00:00,2025-04-16 09:02:23+00:00,32.89999980479479,Clothing Sets,Calvin Klein Women's MSY Velour Pant,Calvin Klein,50.0,Women,B4D22BB574AED5FDD900A274930252F6,3
290167,8030,2025-01-10 16:08:00+00:00,,32.89999980479479,Clothing Sets,Calvin Klein Women's MSY Velour Pant,Calvin Klein,50.0,Women,B4D22BB574AED5FDD900A274930252F6,3
310984,8030,2023-03-21 04:00:02+00:00,2023-05-02 07:17:02+00:00,32.89999980479479,Clothing Sets,Calvin Klein Women's MSY Velour Pant,Calvin Klein,50.0,Women,B4D22BB574AED5FDD900A274930252F6,3
310985,8030,2025-05-10 13:45:00+00:00,,32.89999980479479,Clothing Sets,Calvin Klein Women's MSY Velour Pant,Calvin Klein,50.0,Women,B4D22BB574AED5FDD900A274930252F6,3
358954,8030,2024-03-24 08:28:16+00:00,2024-04-16 03:39:16+00:00,32.89999980479479,Clothing Sets,Calvin Klein Women's MSY Velour Pant,Calvin Klein,50.0,Women,B4D22BB574AED5FDD900A274930252F6,3
358955,8030,2020-10-05 06:39:00+00:00,,32.89999980479479,Clothing Sets,Calvin Klein Women's MSY Velour Pant,Calvin Klein,50.0,Women,B4D22BB574AED5FDD900A274930252F6,3
400755,8030,2023-06-13 04:22:43+00:00,2023-06-20 06:57:43+00:00,32.89999980479479,Clothing Sets,Calvin Klein Women's MSY Velour Pant,Calvin Klein,50.0,Women,B4D22BB574AED5FDD900A274930252F6,3
400756,8030,2024-10-12 10:39:00+00:00,,32.89999980479479,Clothing Sets,Calvin Klein Women's MSY Velour Pant,Calvin Klein,50.0,Women,B4D22BB574AED5FDD900A274930252F6,3
12877,8046,2024-06-19 03:39:27+00:00,2024-07-15 00:45:27+00:00,53.767999798059456,Clothing Sets,Chameleon Convertible Skirt and Dress,Kiyonna,88.0,Women,68A64C1E5639454C3185E7EA2DB9FC48,3
12878,8046,2025-01-21 16:25:00+00:00,,53.767999798059456,Clothing Sets,Chameleon Convertible Skirt and Dress,Kiyonna,88.0,Women,68A64C1E5639454C3185E7EA2DB9FC48,3
43107,8046,2025-09-05 11:06:06+00:00,2025-10-08 04:26:06+00:00,53.767999798059456,Clothing Sets,Chameleon Convertible Skirt and Dress,Kiyonna,88.0,Women,68A64C1E5639454C3185E7EA2DB9FC48,3
43108,8046,2025-05-22 12:41:00+00:00,,53.767999798059456,Clothing Sets,Chameleon Convertible Skirt and Dress,Kiyonna,88.0,Women,68A64C1E5639454C3185E7EA2DB9FC48,3
195177,8046,2020-07-24 19:53:24+00:00,2020-09-09 12:36:24+00:00,53.767999798059456,Clothing Sets,Chameleon Convertible Skirt and Dress,Kiyonna,88.0,Women,68A64C1E5639454C3185E7EA2DB9FC48,3
195178,8046,2023-11-25 15:01:00+00:00,,53.767999798059456,Clothing Sets,Chameleon Convertible Skirt and Dress,Kiyonna,88.0,Women,68A64C1E5639454C3185E7EA2DB9FC48,3
195179,8046,2024-06-21 03:10:00+00:00,,53.767999798059456,Clothing Sets,Chameleon Convertible Skirt and Dress,Kiyonna,88.0,Women,68A64C1E5639454C3185E7EA2DB9FC48,3
215965,8046,2025-04-27 15:45:26+00:00,2025-06-21 08:24:26+00:00,53.767999798059456,Clothing Sets,Chameleon Convertible Skirt and Dress,Kiyonna,88.0,Women,68A64C1E5639454C3185E7EA2DB9FC48,3
215966,8046,2022-10-10 00:55:00+00:00,,53.767999798059456,Clothing Sets,Chameleon Convertible Skirt and Dress,Kiyonna,88.0,Women,68A64C1E5639454C3185E7EA2DB9FC48,3
293968,8046,2025-03-31 04:56:24+00:00,2025-04-16 04:17:24+00:00,53.767999798059456,Clothing Sets,Chameleon Convertible Skirt and Dress,Kiyonna,88.0,Women,68A64C1E5639454C3185E7EA2DB9FC48,3
293969,8046,2023-09-30 13:32:00+00:00,,53.767999798059456,Clothing Sets,Chameleon Convertible Skirt and Dress,Kiyonna,88.0,Women,68A64C1E5639454C3185E7EA2DB9FC48,3
293970,8046,2025-09-03 01:59:00+00:00,,53.767999798059456,Clothing Sets,Chameleon Convertible Skirt and Dress,Kiyonna,88.0,Women,68A64C1E5639454C3185E7EA2DB9FC48,3
378084,8046,2023-11-28 00:04:28+00:00,2024-01-18 14:16:28+00:00,53.767999798059456,Clothing Sets,Chameleon Convertible Skirt and Dress,Kiyonna,88.0,Women,68A64C1E5639454C3185E7EA2DB9FC48,3
378085,8046,2022-12-28 05:22:00+00:00,,53.767999798059456,Clothing Sets,Chameleon Convertible Skirt and Dress,Kiyonna,88.0,Women,68A64C1E5639454C3185E7EA2DB9FC48,3
24618,8028,2024-08-15 10:27:58+00:00,2024-08-16 18:06:58+00:00,20.804070679866072,Clothing Sets,Collections Etc - Autumn Floral V Neck Top And Drawstring Skirt Set,Samanthas Style Shoppe,32.970001220703125,Women,F8E918489F1E0A81FF11312F4D0630C1,6
